Metric,Value
AUC (roc_auc_score),0.9837567680133278
AUC (auc),0.9837567680133278
Accuracy,0.9081632653061225
Precision,0.8846153846153846
Recall,0.9387755102040817
F1-score,0.9108910891089108
Average Precision,0.9855101296590568
Specificity,0.8775510204081632
MCC,0.8178608201095308
